"field","review_value"
"evidence_question","Which review question exposes a gap between policy language and operating evidence?"
"source_fact","service owner retained contract evidence for p03-src-009265"
"relationship","AC-27 relates to evidence set 184"
"risk_reference","RISK-031"
"evidence_instrument","exception ageing report"
"review_observation","the exception route was visible to an independent reviewer"
"challenge_performed","a duplicated statement was not accepted as independent corroboration"
"review_profile","the evidence set was collected during the follow-up review; the accountable owner confirmed the operating boundary; the reviewer sampled a routine operating condition; the source fact supported acceptance without qualification; the comparison used the current control objective; the evidence was retained with the decision record; the exception path was not invoked; the reviewer found no handover impact; the decision was suitable for routine monitoring; the source chronology was complete; the control claim was corroborated by a compensating observation; the review boundary excluded unavailable material; the next assurance trigger is the scheduled review; the disposition was communicated to the independent reviewer; the retained rationale supports repeat review; the record remains a local offline assurance artifact"
"counterexample","A status label alone is not evidence; it must be tied to a source fact and a reviewer conclusion."
"decision_rule","Approve when the evidence is specific, attributable, and dated; otherwise classify the item as needing corroboration."
"disposition","accepted with a retained review note"
"operating_boundary","No Kio capability is used or required for this offline review."
"review_date","2026-07-20"
