"field","review_value"
"evidence_question","How does the review distinguish complete evidence from an unsupported assertion?"
"source_fact","detection owner retained coverage record for p03-src-005452"
"relationship","AC-27 relates to evidence set 184"
"risk_reference","RISK-031"
"evidence_instrument","quality review annotation"
"review_observation","the source chronology did not conceal a late correction"
"challenge_performed","a summary was checked against the underlying decision minute"
"review_profile","the evidence set was collected before the approval meeting; the accountable owner confirmed the operating boundary; the reviewer sampled an adverse operating condition; the source fact supported acceptance with a documented caveat; the comparison used the prior review conclusion; the evidence was retained in the review register; the exception path was considered and recorded; the reviewer found no handover impact; the decision was suitable for targeted follow-up; the source chronology was complete; the control claim was corroborated by a compensating observation; the review boundary excluded unavailable material; the next assurance trigger is completion of the follow-up action; the disposition was communicated to the owner; the retained rationale supports repeat review; the record remains a local offline assurance artifact"
"counterexample","A dated narrative without a named custodian is insufficient because responsibility cannot be tested."
"decision_rule","Treat the control as effective only when the counterexample has been considered and the exception path is explicit."
"disposition","accepted with a retained review note"
"operating_boundary","No Kio capability is used or required for this offline review."
"review_date","2026-07-20"
