field	review_value	review_period	review_period_context
evidence_question	Which review question exposes a gap between policy language and operating evidence?	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
source_fact	risk owner retained decision record for p03-src-005348	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
relationship	AC-27 relates to evidence set 184	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
risk_reference	RISK-031	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
evidence_instrument	incident chronology	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
review_observation	the review showed how contradictory evidence was resolved	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
challenge_performed	a single reviewer conclusion was checked for independent challenge	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
review_profile	the evidence set was collected before the approval meeting; the accountable owner confirmed the operating boundary; the reviewer sampled an adverse operating condition; the source fact supported acceptance without qualification; the comparison used the prior review conclusion; the evidence was retained with the decision record; the exception path was considered and recorded; the reviewer assessed a handover impact; the decision was suitable for routine monitoring; the source chronology was complete; the control claim was corroborated by a compensating observation; the review boundary excluded unavailable material; the next assurance trigger is completion of the follow-up action; the disposition was communicated to the owner; the retained rationale supports repeat review; the record remains a local offline assurance artifact	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
counterexample	A status label alone is not evidence; it must be tied to a source fact and a reviewer conclusion.	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
decision_rule	Accept only when the source fact, accountable role, and review conclusion agree; otherwise record a follow-up disposition.	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
disposition	escalated for corroboration with the decision basis retained	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
operating_boundary	No Kio capability is used or required for this offline review.	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
review_date	2026-07-20	2026 Q3	Review period: 2026 Q3. This threat model access review evidence metrics record was assessed using risk treatment and residual uncertainty; the reviewer set a follow-up assurance trigger.
